id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
1717,Women,Apparel,Topwear,Kurta,Black,Summer,2017,Ethnic,Women Kurta in Black
1718,Women,Apparel,Bottomwear,Joggers,Blue,Summer,2017,Travel,Women Joggers in Blue
1719,Women,Footwear,Footwear,Running Shoes,White,Summer,2017,Travel,Women Running Shoes in White
1720,Men,Apparel,Topwear,Crop Top,Olive,Summer,2024,Party,Men Crop Top in Olive
1721,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2024,Casual,Men Shorts in Blue
1722,Men,Footwear,Footwear,Heels,Navy Blue,Summer,2024,Party,Men Heels in Navy Blue
1723,Men,Apparel,Topwear,Sweater,Black,Spring,2017,Travel,Men Sweater in Black
1724,Men,Apparel,Bottomwear,Woolen Trousers,Grey,Spring,2017,Travel,Men Woolen Trousers in Grey
1725,Men,Footwear,Footwear,Heels,Brown,Spring,2017,Party,Men Heels in Brown
1726,Women,Apparel,Topwear,Formal Shirt,Olive,Spring,2022,Formal,Women Formal Shirt in Olive
1727,Women,Apparel,Bottomwear,Joggers,Blue,Spring,2022,Travel,Women Joggers in Blue
1728,Women,Footwear,Footwear,Formal Shoes,Grey,Spring,2022,Formal,Women Formal Shoes in Grey
1729,Men,Apparel,Topwear,Formal Shirt,Navy Blue,Spring,2025,Formal,Men Formal Shirt in Navy Blue
1730,Men,Apparel,Bottomwear,Joggers,Beige,Spring,2025,Travel,Men Joggers in Beige
1731,Men,Footwear,Footwear,Boots,Grey,Spring,2025,Travel,Men Boots in Grey
1732,Men,Apparel,Topwear,Blouse,Sky Blue,Spring,2024,Party,Men Blouse in Sky Blue
1733,Men,Apparel,Bottomwear,Skirt,Black,Spring,2024,Party,Men Skirt in Black
1734,Men,Footwear,Footwear,Sandals,White,Spring,2024,Casual,Men Sandals in White
1735,Men,Apparel,Topwear,Shirt,Maroon,Winter,2023,Formal,Men Shirt in Maroon
1736,Men,Apparel,Bottomwear,Cargo Pants,Black,Winter,2023,Travel,Men Cargo Pants in Black
1737,Men,Footwear,Footwear,Boots,Navy Blue,Winter,2023,Travel,Men Boots in Navy Blue
1738,Women,Apparel,Topwear,Formal Shirt,Navy Blue,Winter,2020,Formal,Women Formal Shirt in Navy Blue
1739,Women,Apparel,Bottomwear,Woolen Trousers,Beige,Winter,2020,Travel,Women Woolen Trousers in Beige
1740,Women,Footwear,Footwear,Running Shoes,Black,Winter,2020,Travel,Women Running Shoes in Black
1741,Men,Apparel,Topwear,Crop Top,Maroon,Spring,2021,Party,Men Crop Top in Maroon
1742,Men,Apparel,Bottomwear,Skirt,Grey,Spring,2021,Party,Men Skirt in Grey
1743,Men,Footwear,Footwear,Flip Flops,Navy Blue,Spring,2021,Casual,Men Flip Flops in Navy Blue
1744,Men,Apparel,Topwear,Shirt,Beige,Spring,2016,Formal,Men Shirt in Beige
1745,Men,Apparel,Bottomwear,Formal Pants,Blue,Spring,2016,Formal,Men Formal Pants in Blue
1746,Men,Footwear,Footwear,Sandals,Black,Spring,2016,Casual,Men Sandals in Black
1747,Men,Apparel,Topwear,Crop Top,White,Spring,2020,Party,Men Crop Top in White
1748,Men,Apparel,Bottomwear,Jeans,Beige,Spring,2020,Casual,Men Jeans in Beige
1749,Men,Footwear,Footwear,Sandals,Brown,Spring,2020,Casual,Men Sandals in Brown
1750,Women,Apparel,Topwear,Kurta,Navy Blue,Spring,2018,Ethnic,Women Kurta in Navy Blue
1751,Women,Apparel,Bottomwear,Jeans,Black,Spring,2018,Casual,Women Jeans in Black
1752,Women,Footwear,Footwear,Heels,Black,Spring,2018,Party,Women Heels in Black
1753,Women,Apparel,Topwear,Hoodie,Beige,Fall,2021,Travel,Women Hoodie in Beige
1754,Women,Apparel,Bottomwear,Trousers,Black,Fall,2021,Formal,Women Trousers in Black
1755,Women,Footwear,Footwear,Boots,Navy Blue,Fall,2021,Travel,Women Boots in Navy Blue
1756,Men,Apparel,Topwear,Blouse,Pastel Pink,Spring,2019,Party,Men Blouse in Pastel Pink
1757,Men,Apparel,Bottomwear,Joggers,Blue,Spring,2019,Travel,Men Joggers in Blue
1758,Men,Footwear,Footwear,Sandals,Black,Spring,2019,Casual,Men Sandals in Black
1759,Men,Apparel,Topwear,T-shirt,Sky Blue,Fall,2016,Casual,Men T-shirt in Sky Blue
1760,Men,Apparel,Bottomwear,Cargo Pants,Grey,Fall,2016,Travel,Men Cargo Pants in Grey
1761,Men,Footwear,Footwear,Running Shoes,White,Fall,2016,Travel,Men Running Shoes in White
1762,Women,Apparel,Topwear,Formal Shirt,Maroon,Fall,2024,Formal,Women Formal Shirt in Maroon
1763,Women,Apparel,Bottomwear,Joggers,Blue,Fall,2024,Travel,Women Joggers in Blue
1764,Women,Footwear,Footwear,Sneakers,White,Fall,2024,Casual,Women Sneakers in White
1765,Women,Apparel,Topwear,Shirt,Olive,Spring,2016,Formal,Women Shirt in Olive
1766,Women,Apparel,Bottomwear,Formal Pants,Black,Spring,2016,Formal,Women Formal Pants in Black
1767,Women,Footwear,Footwear,Running Shoes,White,Spring,2016,Travel,Women Running Shoes in White
1768,Men,Apparel,Topwear,Hoodie,Olive,Winter,2022,Travel,Men Hoodie in Olive
1769,Men,Apparel,Bottomwear,Jeans,Black,Winter,2022,Casual,Men Jeans in Black
1770,Men,Footwear,Footwear,Sneakers,Black,Winter,2022,Casual,Men Sneakers in Black
1771,Men,Apparel,Topwear,Hoodie,Maroon,Fall,2018,Travel,Men Hoodie in Maroon
1772,Men,Apparel,Bottomwear,Jeans,White,Fall,2018,Casual,Men Jeans in White
1773,Men,Footwear,Footwear,Kolhapuri Sandals,White,Fall,2018,Ethnic,Men Kolhapuri Sandals in White
1774,Women,Apparel,Topwear,Sweater,Maroon,Winter,2017,Travel,Women Sweater in Maroon
1775,Women,Apparel,Bottomwear,Trousers,Beige,Winter,2017,Formal,Women Trousers in Beige
1776,Women,Footwear,Footwear,Boots,Black,Winter,2017,Travel,Women Boots in Black
1777,Men,Apparel,Topwear,Crop Top,Sky Blue,Fall,2016,Party,Men Crop Top in Sky Blue
1778,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2016,Formal,Men Trousers in Grey
1779,Men,Footwear,Footwear,Heels,Black,Fall,2016,Party,Men Heels in Black
1780,Men,Apparel,Topwear,Denim Jacket,Maroon,Monsoon,2024,Travel,Men Denim Jacket in Maroon
1781,Men,Apparel,Bottomwear,Woolen Trousers,Blue,Monsoon,2024,Travel,Men Woolen Trousers in Blue
1782,Men,Footwear,Footwear,Boots,Black,Monsoon,2024,Travel,Men Boots in Black
1783,Women,Apparel,Topwear,Formal Shirt,Pastel Pink,Spring,2025,Formal,Women Formal Shirt in Pastel Pink
1784,Women,Apparel,Bottomwear,Joggers,Olive,Spring,2025,Travel,Women Joggers in Olive
1785,Women,Footwear,Footwear,Running Shoes,Navy Blue,Spring,2025,Travel,Women Running Shoes in Navy Blue
1786,Men,Apparel,Topwear,Sweater,Navy Blue,Monsoon,2018,Travel,Men Sweater in Navy Blue
1787,Men,Apparel,Bottomwear,Trousers,Black,Monsoon,2018,Formal,Men Trousers in Black
1788,Men,Footwear,Footwear,Heels,Brown,Monsoon,2018,Party,Men Heels in Brown
1789,Women,Apparel,Topwear,T-shirt,Maroon,Monsoon,2025,Casual,Women T-shirt in Maroon
1790,Women,Apparel,Bottomwear,Woolen Trousers,Grey,Monsoon,2025,Travel,Women Woolen Trousers in Grey
1791,Women,Footwear,Footwear,Heels,Black,Monsoon,2025,Party,Women Heels in Black
1792,Women,Apparel,Topwear,Shirt,Beige,Monsoon,2022,Formal,Women Shirt in Beige
1793,Women,Apparel,Bottomwear,Joggers,Blue,Monsoon,2022,Travel,Women Joggers in Blue
1794,Women,Footwear,Footwear,Running Shoes,Black,Monsoon,2022,Travel,Women Running Shoes in Black
1795,Men,Apparel,Topwear,T-shirt,Maroon,Fall,2020,Casual,Men T-shirt in Maroon
1796,Men,Apparel,Bottomwear,Woolen Trousers,Black,Fall,2020,Travel,Men Woolen Trousers in Black
1797,Men,Footwear,Footwear,Boots,Brown,Fall,2020,Travel,Men Boots in Brown
1798,Men,Apparel,Topwear,Shirt,White,Spring,2015,Formal,Men Shirt in White
1799,Men,Apparel,Bottomwear,Trousers,Blue,Spring,2015,Formal,Men Trousers in Blue
1800,Men,Footwear,Footwear,Sneakers,Brown,Spring,2015,Casual,Men Sneakers in Brown
1801,Women,Apparel,Topwear,Hoodie,Black,Winter,2016,Travel,Women Hoodie in Black
1802,Women,Apparel,Bottomwear,Cargo Pants,Blue,Winter,2016,Travel,Women Cargo Pants in Blue
1803,Women,Footwear,Footwear,Heels,Grey,Winter,2016,Party,Women Heels in Grey
1804,Men,Apparel,Topwear,Blouse,Sky Blue,Winter,2023,Party,Men Blouse in Sky Blue
1805,Men,Apparel,Bottomwear,Shorts,Olive,Winter,2023,Casual,Men Shorts in Olive
1806,Men,Footwear,Footwear,Running Shoes,White,Winter,2023,Travel,Men Running Shoes in White
1807,Men,Apparel,Topwear,Denim Jacket,Beige,Monsoon,2018,Travel,Men Denim Jacket in Beige
1808,Men,Apparel,Bottomwear,Shorts,Olive,Monsoon,2018,Casual,Men Shorts in Olive
1809,Men,Footwear,Footwear,Running Shoes,Navy Blue,Monsoon,2018,Travel,Men Running Shoes in Navy Blue
1810,Men,Apparel,Topwear,T-shirt,Pastel Pink,Fall,2015,Casual,Men T-shirt in Pastel Pink
1811,Men,Apparel,Bottomwear,Joggers,Olive,Fall,2015,Travel,Men Joggers in Olive
1812,Men,Footwear,Footwear,Kolhapuri Sandals,White,Fall,2015,Ethnic,Men Kolhapuri Sandals in White
1813,Men,Apparel,Topwear,Formal Shirt,White,Monsoon,2018,Formal,Men Formal Shirt in White
1814,Men,Apparel,Bottomwear,Woolen Trousers,Grey,Monsoon,2018,Travel,Men Woolen Trousers in Grey
1815,Men,Footwear,Footwear,Boots,White,Monsoon,2018,Travel,Men Boots in White
1816,Men,Apparel,Topwear,T-shirt,White,Monsoon,2025,Casual,Men T-shirt in White
1817,Men,Apparel,Bottomwear,Woolen Trousers,Blue,Monsoon,2025,Travel,Men Woolen Trousers in Blue
1818,Men,Footwear,Footwear,Boots,Brown,Monsoon,2025,Travel,Men Boots in Brown
1819,Men,Apparel,Topwear,Blouse,Olive,Fall,2024,Party,Men Blouse in Olive
1820,Men,Apparel,Bottomwear,Woolen Trousers,Black,Fall,2024,Travel,Men Woolen Trousers in Black
1821,Men,Footwear,Footwear,Heels,Brown,Fall,2024,Party,Men Heels in Brown
1822,Women,Apparel,Topwear,Sweater,Sky Blue,Fall,2024,Travel,Women Sweater in Sky Blue
1823,Women,Apparel,Bottomwear,Skirt,White,Fall,2024,Party,Women Skirt in White
1824,Women,Footwear,Footwear,Formal Shoes,Black,Fall,2024,Formal,Women Formal Shoes in Black
1825,Men,Apparel,Topwear,Kurta,Maroon,Summer,2025,Ethnic,Men Kurta in Maroon
1826,Men,Apparel,Bottomwear,Formal Pants,Olive,Summer,2025,Formal,Men Formal Pants in Olive
1827,Men,Footwear,Footwear,Running Shoes,Grey,Summer,2025,Travel,Men Running Shoes in Grey
1828,Women,Apparel,Topwear,Crop Top,Navy Blue,Fall,2025,Party,Women Crop Top in Navy Blue
1829,Women,Apparel,Bottomwear,Jeans,Olive,Fall,2025,Casual,Women Jeans in Olive
1830,Women,Footwear,Footwear,Boots,Grey,Fall,2025,Travel,Women Boots in Grey
1831,Men,Apparel,Topwear,Sweater,Maroon,Fall,2015,Travel,Men Sweater in Maroon
1832,Men,Apparel,Bottomwear,Cargo Pants,Grey,Fall,2015,Travel,Men Cargo Pants in Grey
1833,Men,Footwear,Footwear,Flip Flops,Grey,Fall,2015,Casual,Men Flip Flops in Grey
1834,Women,Apparel,Topwear,Sweater,Maroon,Winter,2022,Travel,Women Sweater in Maroon
1835,Women,Apparel,Bottomwear,Skirt,Black,Winter,2022,Party,Women Skirt in Black
1836,Women,Footwear,Footwear,Formal Shoes,Grey,Winter,2022,Formal,Women Formal Shoes in Grey
1837,Women,Apparel,Topwear,Crop Top,Beige,Summer,2025,Party,Women Crop Top in Beige
1838,Women,Apparel,Bottomwear,Skirt,Black,Summer,2025,Party,Women Skirt in Black
1839,Women,Footwear,Footwear,Kolhapuri Sandals,Brown,Summer,2025,Ethnic,Women Kolhapuri Sandals in Brown
1840,Women,Apparel,Topwear,Denim Jacket,Pastel Pink,Winter,2017,Travel,Women Denim Jacket in Pastel Pink
1841,Women,Apparel,Bottomwear,Joggers,Olive,Winter,2017,Travel,Women Joggers in Olive
1842,Women,Footwear,Footwear,Heels,Grey,Winter,2017,Party,Women Heels in Grey
1843,Women,Apparel,Topwear,Denim Jacket,Navy Blue,Spring,2021,Travel,Women Denim Jacket in Navy Blue
1844,Women,Apparel,Bottomwear,Joggers,White,Spring,2021,Travel,Women Joggers in White
1845,Women,Footwear,Footwear,Boots,Navy Blue,Spring,2021,Travel,Women Boots in Navy Blue
1846,Men,Apparel,Topwear,Shirt,Sky Blue,Summer,2018,Formal,Men Shirt in Sky Blue
1847,Men,Apparel,Bottomwear,Woolen Trousers,Blue,Summer,2018,Travel,Men Woolen Trousers in Blue
1848,Men,Footwear,Footwear,Flip Flops,White,Summer,2018,Casual,Men Flip Flops in White
1849,Women,Apparel,Topwear,Kurta,Black,Spring,2021,Ethnic,Women Kurta in Black
1850,Women,Apparel,Bottomwear,Cargo Pants,Beige,Spring,2021,Travel,Women Cargo Pants in Beige
1851,Women,Footwear,Footwear,Sandals,Navy Blue,Spring,2021,Casual,Women Sandals in Navy Blue
1852,Men,Apparel,Topwear,Crop Top,Maroon,Monsoon,2024,Party,Men Crop Top in Maroon
1853,Men,Apparel,Bottomwear,Palazzo Pants,Beige,Monsoon,2024,Ethnic,Men Palazzo Pants in Beige
1854,Men,Footwear,Footwear,Running Shoes,Black,Monsoon,2024,Travel,Men Running Shoes in Black
1855,Women,Apparel,Topwear,Formal Shirt,Olive,Summer,2019,Formal,Women Formal Shirt in Olive
1856,Women,Apparel,Bottomwear,Palazzo Pants,Black,Summer,2019,Ethnic,Women Palazzo Pants in Black
1857,Women,Footwear,Footwear,Heels,White,Summer,2019,Party,Women Heels in White
1858,Women,Apparel,Topwear,Crop Top,Sky Blue,Spring,2015,Party,Women Crop Top in Sky Blue
1859,Women,Apparel,Bottomwear,Formal Pants,Blue,Spring,2015,Formal,Women Formal Pants in Blue
1860,Women,Footwear,Footwear,Boots,Black,Spring,2015,Travel,Women Boots in Black
1861,Women,Apparel,Topwear,Formal Shirt,Sky Blue,Fall,2017,Formal,Women Formal Shirt in Sky Blue
1862,Women,Apparel,Bottomwear,Jeans,Grey,Fall,2017,Casual,Women Jeans in Grey
1863,Women,Footwear,Footwear,Sandals,Grey,Fall,2017,Casual,Women Sandals in Grey
1864,Men,Apparel,Topwear,Formal Shirt,Maroon,Spring,2017,Formal,Men Formal Shirt in Maroon
1865,Men,Apparel,Bottomwear,Skirt,Blue,Spring,2017,Party,Men Skirt in Blue
1866,Men,Footwear,Footwear,Sandals,Navy Blue,Spring,2017,Casual,Men Sandals in Navy Blue
1867,Women,Apparel,Topwear,Hoodie,Black,Monsoon,2021,Travel,Women Hoodie in Black
1868,Women,Apparel,Bottomwear,Joggers,Olive,Monsoon,2021,Travel,Women Joggers in Olive
1869,Women,Footwear,Footwear,Flip Flops,Navy Blue,Monsoon,2021,Casual,Women Flip Flops in Navy Blue
1870,Women,Apparel,Topwear,Denim Jacket,Maroon,Monsoon,2024,Travel,Women Denim Jacket in Maroon
1871,Women,Apparel,Bottomwear,Cargo Pants,Olive,Monsoon,2024,Travel,Women Cargo Pants in Olive
1872,Women,Footwear,Footwear,Boots,Grey,Monsoon,2024,Travel,Women Boots in Grey
1873,Women,Apparel,Topwear,T-shirt,Beige,Fall,2023,Casual,Women T-shirt in Beige
1874,Women,Apparel,Bottomwear,Trousers,Grey,Fall,2023,Formal,Women Trousers in Grey
1875,Women,Footwear,Footwear,Formal Shoes,Grey,Fall,2023,Formal,Women Formal Shoes in Grey
1876,Women,Apparel,Topwear,Sweater,Black,Winter,2021,Travel,Women Sweater in Black
1877,Women,Apparel,Bottomwear,Palazzo Pants,Blue,Winter,2021,Ethnic,Women Palazzo Pants in Blue
1878,Women,Footwear,Footwear,Running Shoes,Grey,Winter,2021,Travel,Women Running Shoes in Grey
1879,Men,Apparel,Topwear,Hoodie,Black,Spring,2018,Travel,Men Hoodie in Black
1880,Men,Apparel,Bottomwear,Woolen Trousers,White,Spring,2018,Travel,Men Woolen Trousers in White
1881,Men,Footwear,Footwear,Sneakers,Navy Blue,Spring,2018,Casual,Men Sneakers in Navy Blue
1882,Men,Apparel,Topwear,Shirt,Olive,Summer,2023,Formal,Men Shirt in Olive
1883,Men,Apparel,Bottomwear,Joggers,Blue,Summer,2023,Travel,Men Joggers in Blue
1884,Men,Footwear,Footwear,Kolhapuri Sandals,Black,Summer,2023,Ethnic,Men Kolhapuri Sandals in Black
1885,Men,Apparel,Topwear,T-shirt,Black,Winter,2019,Casual,Men T-shirt in Black
1886,Men,Apparel,Bottomwear,Woolen Trousers,Grey,Winter,2019,Travel,Men Woolen Trousers in Grey
1887,Men,Footwear,Footwear,Flip Flops,Black,Winter,2019,Casual,Men Flip Flops in Black
1888,Women,Apparel,Topwear,Shirt,Black,Winter,2019,Formal,Women Shirt in Black
1889,Women,Apparel,Bottomwear,Shorts,White,Winter,2019,Casual,Women Shorts in White
1890,Women,Footwear,Footwear,Sneakers,Brown,Winter,2019,Casual,Women Sneakers in Brown
1891,Women,Apparel,Topwear,Hoodie,Olive,Winter,2020,Travel,Women Hoodie in Olive
1892,Women,Apparel,Bottomwear,Trousers,Blue,Winter,2020,Formal,Women Trousers in Blue
1893,Women,Footwear,Footwear,Kolhapuri Sandals,Grey,Winter,2020,Ethnic,Women Kolhapuri Sandals in Grey
1894,Women,Apparel,Topwear,Blouse,Maroon,Monsoon,2020,Party,Women Blouse in Maroon
1895,Women,Apparel,Bottomwear,Skirt,Black,Monsoon,2020,Party,Women Skirt in Black
1896,Women,Footwear,Footwear,Formal Shoes,Brown,Monsoon,2020,Formal,Women Formal Shoes in Brown
1897,Men,Apparel,Topwear,Crop Top,White,Spring,2015,Party,Men Crop Top in White
1898,Men,Apparel,Bottomwear,Skirt,White,Spring,2015,Party,Men Skirt in White
1899,Men,Footwear,Footwear,Formal Shoes,White,Spring,2015,Formal,Men Formal Shoes in White
1900,Women,Apparel,Topwear,Formal Shirt,Maroon,Summer,2023,Formal,Women Formal Shirt in Maroon
1901,Women,Apparel,Bottomwear,Woolen Trousers,Blue,Summer,2023,Travel,Women Woolen Trousers in Blue
1902,Women,Footwear,Footwear,Kolhapuri Sandals,Grey,Summer,2023,Ethnic,Women Kolhapuri Sandals in Grey
1903,Men,Apparel,Topwear,Crop Top,Maroon,Fall,2019,Party,Men Crop Top in Maroon
1904,Men,Apparel,Bottomwear,Woolen Trousers,White,Fall,2019,Travel,Men Woolen Trousers in White
1905,Men,Footwear,Footwear,Sandals,Black,Fall,2019,Casual,Men Sandals in Black
1906,Women,Apparel,Topwear,Hoodie,Maroon,Summer,2022,Travel,Women Hoodie in Maroon
1907,Women,Apparel,Bottomwear,Jeans,Beige,Summer,2022,Casual,Women Jeans in Beige
1908,Women,Footwear,Footwear,Flip Flops,White,Summer,2022,Casual,Women Flip Flops in White
1909,Women,Apparel,Topwear,T-shirt,Navy Blue,Spring,2021,Casual,Women T-shirt in Navy Blue
1910,Women,Apparel,Bottomwear,Formal Pants,Olive,Spring,2021,Formal,Women Formal Pants in Olive
1911,Women,Footwear,Footwear,Formal Shoes,Brown,Spring,2021,Formal,Women Formal Shoes in Brown
1912,Women,Apparel,Topwear,Formal Shirt,Sky Blue,Spring,2021,Formal,Women Formal Shirt in Sky Blue
1913,Women,Apparel,Bottomwear,Cargo Pants,Blue,Spring,2021,Travel,Women Cargo Pants in Blue
1914,Women,Footwear,Footwear,Flip Flops,Black,Spring,2021,Casual,Women Flip Flops in Black
1915,Women,Apparel,Topwear,Formal Shirt,Pastel Pink,Monsoon,2016,Formal,Women Formal Shirt in Pastel Pink
1916,Women,Apparel,Bottomwear,Shorts,White,Monsoon,2016,Casual,Women Shorts in White
1917,Women,Footwear,Footwear,Sandals,Brown,Monsoon,2016,Casual,Women Sandals in Brown
1918,Women,Apparel,Topwear,Hoodie,Beige,Summer,2024,Travel,Women Hoodie in Beige
1919,Women,Apparel,Bottomwear,Jeans,Beige,Summer,2024,Casual,Women Jeans in Beige
1920,Women,Footwear,Footwear,Formal Shoes,White,Summer,2024,Formal,Women Formal Shoes in White
1921,Women,Apparel,Topwear,Sweater,Black,Winter,2021,Travel,Women Sweater in Black
1922,Women,Apparel,Bottomwear,Joggers,Blue,Winter,2021,Travel,Women Joggers in Blue
1923,Women,Footwear,Footwear,Running Shoes,Grey,Winter,2021,Travel,Women Running Shoes in Grey
1924,Men,Apparel,Topwear,Blouse,Beige,Winter,2019,Party,Men Blouse in Beige
1925,Men,Apparel,Bottomwear,Jeans,Beige,Winter,2019,Casual,Men Jeans in Beige
1926,Men,Footwear,Footwear,Boots,White,Winter,2019,Travel,Men Boots in White
1927,Men,Apparel,Topwear,Kurta,White,Fall,2024,Ethnic,Men Kurta in White
1928,Men,Apparel,Bottomwear,Shorts,White,Fall,2024,Casual,Men Shorts in White
1929,Men,Footwear,Footwear,Sandals,Brown,Fall,2024,Casual,Men Sandals in Brown
1930,Men,Apparel,Topwear,Sweater,Olive,Winter,2017,Travel,Men Sweater in Olive
1931,Men,Apparel,Bottomwear,Woolen Trousers,Blue,Winter,2017,Travel,Men Woolen Trousers in Blue
1932,Men,Footwear,Footwear,Sneakers,White,Winter,2017,Casual,Men Sneakers in White
1933,Men,Apparel,Topwear,Kurta,White,Spring,2025,Ethnic,Men Kurta in White
1934,Men,Apparel,Bottomwear,Joggers,Beige,Spring,2025,Travel,Men Joggers in Beige
1935,Men,Footwear,Footwear,Running Shoes,Black,Spring,2025,Travel,Men Running Shoes in Black
1936,Women,Apparel,Topwear,Crop Top,Sky Blue,Winter,2018,Party,Women Crop Top in Sky Blue
1937,Women,Apparel,Bottomwear,Formal Pants,Grey,Winter,2018,Formal,Women Formal Pants in Grey
1938,Women,Footwear,Footwear,Sandals,White,Winter,2018,Casual,Women Sandals in White
1939,Men,Apparel,Topwear,T-shirt,White,Summer,2015,Casual,Men T-shirt in White
1940,Men,Apparel,Bottomwear,Woolen Trousers,Olive,Summer,2015,Travel,Men Woolen Trousers in Olive
1941,Men,Footwear,Footwear,Sandals,Black,Summer,2015,Casual,Men Sandals in Black
1942,Men,Apparel,Topwear,Formal Shirt,Maroon,Winter,2018,Formal,Men Formal Shirt in Maroon
1943,Men,Apparel,Bottomwear,Jeans,Grey,Winter,2018,Casual,Men Jeans in Grey
1944,Men,Footwear,Footwear,Formal Shoes,Black,Winter,2018,Formal,Men Formal Shoes in Black
1945,Women,Apparel,Topwear,Formal Shirt,White,Spring,2025,Formal,Women Formal Shirt in White
1946,Women,Apparel,Bottomwear,Joggers,White,Spring,2025,Travel,Women Joggers in White
1947,Women,Footwear,Footwear,Flip Flops,Grey,Spring,2025,Casual,Women Flip Flops in Grey
1948,Women,Apparel,Topwear,Blouse,Black,Spring,2021,Party,Women Blouse in Black
1949,Women,Apparel,Bottomwear,Woolen Trousers,Olive,Spring,2021,Travel,Women Woolen Trousers in Olive
1950,Women,Footwear,Footwear,Formal Shoes,Brown,Spring,2021,Formal,Women Formal Shoes in Brown
1951,Men,Apparel,Topwear,Shirt,Navy Blue,Monsoon,2015,Formal,Men Shirt in Navy Blue
1952,Men,Apparel,Bottomwear,Joggers,Beige,Monsoon,2015,Travel,Men Joggers in Beige
1953,Men,Footwear,Footwear,Formal Shoes,Black,Monsoon,2015,Formal,Men Formal Shoes in Black
1954,Women,Apparel,Topwear,Hoodie,Pastel Pink,Fall,2018,Travel,Women Hoodie in Pastel Pink
1955,Women,Apparel,Bottomwear,Woolen Trousers,Black,Fall,2018,Travel,Women Woolen Trousers in Black
1956,Women,Footwear,Footwear,Sneakers,Grey,Fall,2018,Casual,Women Sneakers in Grey
1957,Women,Apparel,Topwear,Hoodie,Black,Spring,2018,Travel,Women Hoodie in Black
1958,Women,Apparel,Bottomwear,Joggers,Black,Spring,2018,Travel,Women Joggers in Black
1959,Women,Footwear,Footwear,Formal Shoes,Navy Blue,Spring,2018,Formal,Women Formal Shoes in Navy Blue
1960,Men,Apparel,Topwear,Hoodie,Sky Blue,Spring,2021,Travel,Men Hoodie in Sky Blue
